date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,humidity,visibilityKm,pressureMB,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF
2018-01-06,0,3,37,2,3,98,E,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,82,10,1000,70,6,43,3,38,6,43,3,4,6,43
2018-01-06,100,3,37,4,6,74,ENE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,85,10,1000,52,5,41,3,37,4,39,6,10,4,39
2018-01-06,200,3,37,6,9,50,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,88,10,1001,34,4,40,3,37,2,36,10,16,2,36
2018-01-06,300,3,37,8,13,25,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,91,10,1002,17,4,38,2,36,0,33,13,22,0,33
2018-01-06,400,3,38,9,14,26,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,90,10,1002,21,3,38,2,35,0,32,15,24,0,32
2018-01-06,500,4,39,10,15,26,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,89,10,1003,25,3,37,1,35,-1,31,16,26,-1,31
2018-01-06,600,4,39,11,17,26,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,89,10,1003,29,3,37,1,34,-1,29,18,28,-1,29
2018-01-06,700,4,40,11,17,28,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,88,10,1004,28,3,37,1,34,-1,29,18,28,-1,29
2018-01-06,800,5,40,11,17,30,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,87,10,1005,28,3,37,1,33,-2,29,18,28,-2,29
2018-01-06,900,5,41,11,18,31,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,87,10,1006,27,3,37,1,33,-2,29,18,28,-2,29
2018-01-06,1000,5,41,12,19,33,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,83,10,1007,27,3,38,1,34,-1,31,18,29,-1,31
2018-01-06,1100,5,42,13,20,35,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,80,10,1008,27,4,40,1,34,0,32,18,29,0,32
2018-01-06,1200,6,42,13,22,37,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,77,10,1008,26,5,41,2,35,1,34,18,29,1,34
2018-01-06,1300,6,42,14,22,37,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,79,10,1009,43,5,42,2,36,1,34,19,30,1,34
2018-01-06,1400,5,42,14,23,37,NE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,80,10,1010,60,6,42,2,36,1,35,20,32,1,35
2018-01-06,1500,5,41,14,23,37,NE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,82,10,1011,76,6,42,3,37,2,35,21,33,2,35
2018-01-06,1600,5,41,15,25,38,NE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,82,10,1012,84,6,42,3,37,1,34,23,36,1,34
2018-01-06,1700,5,40,16,26,39,NE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,82,10,1013,92,6,42,3,37,1,34,25,39,1,34
2018-01-06,1800,4,40,17,28,40,NE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,82,10,1014,100,6,42,3,37,1,34,26,42,1,34
2018-01-06,1900,4,39,18,29,40,NE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,80,10,1015,89,5,42,2,36,1,33,27,44,1,33
2018-01-06,2000,4,38,19,30,41,NE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,79,10,1016,79,5,41,2,35,0,33,28,45,0,33
2018-01-06,2100,3,38,19,31,41,NE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,77,10,1017,68,5,41,1,35,0,32,29,46,0,32
2018-01-06,2200,3,37,19,31,40,NE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,75,10,1018,52,5,40,1,33,0,31,29,47,0,31
2018-01-06,2300,3,37,19,31,40,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,73,10,1019,35,4,40,0,32,-1,30,29,47,-1,30
2018-01-07,0,3,37,19,31,39,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,70,10,1020,18,4,39,-1,30,-1,29,30,48,-1,29
2018-01-07,100,3,37,19,31,40,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,71,10,1020,14,4,38,-1,30,-2,29,30,48,-2,29
2018-01-07,200,3,37,19,31,40,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,71,10,1021,10,3,38,-2,29,-2,28,30,48,-2,28
2018-01-07,300,3,37,19,31,41,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,71,10,1021,6,3,37,-2,29,-3,27,30,48,-3,27
2018-01-07,400,3,38,19,31,41,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,73,10,1021,10,3,37,-2,29,-3,27,30,49,-3,27
2018-01-07,500,4,39,19,31,42,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,74,10,1022,14,3,37,-2,29,-3,26,31,50,-3,26
2018-01-07,600,4,39,19,31,42,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,75,10,1022,18,3,37,-1,30,-3,26,31,50,-3,26
2018-01-07,700,4,40,19,31,44,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,77,10,1023,25,3,37,-1,31,-3,27,31,50,-3,27
2018-01-07,800,5,40,19,31,47,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,78,10,1023,32,3,38,0,31,-2,28,31,49,-2,28
2018-01-07,900,5,41,19,31,49,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,79,10,1024,39,3,38,0,32,-2,28,30,49,-2,28
2018-01-07,1000,5,41,20,32,52,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,74,10,1024,28,4,40,0,32,-1,30,30,48,-1,30
2018-01-07,1100,5,42,21,34,54,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,70,10,1024,16,5,41,0,32,0,31,30,48,0,31
2018-01-07,1200,6,42,22,36,56,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,65,10,1025,4,6,42,0,31,1,33,30,48,1,33
2018-01-07,1300,6,42,21,34,56,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,63,10,1025,4,6,42,-1,31,0,33,29,47,0,33
2018-01-07,1400,6,42,21,33,56,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,62,10,1024,4,5,42,-1,30,0,33,29,46,0,33
2018-01-07,1500,5,42,20,32,56,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,61,10,1024,3,5,41,-2,29,0,32,28,45,0,32
2018-01-07,1600,5,41,19,31,56,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,61,10,1024,3,5,40,-2,28,-1,31,29,47,-1,31
2018-01-07,1700,5,41,19,31,56,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,60,10,1025,3,4,39,-3,26,-1,29,30,48,-1,29
2018-01-07,1800,5,41,19,30,57,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,60,10,1025,3,3,38,-4,25,-2,28,30,49,-2,28
2018-01-07,1900,5,40,18,30,59,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,61,10,1025,5,3,38,-4,26,-2,28,30,48,-2,28
2018-01-07,2000,4,40,18,29,61,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,63,10,1025,6,3,38,-3,26,-2,28,29,47,-2,28
2018-01-07,2100,4,40,17,28,63,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,64,10,1025,8,3,38,-3,26,-2,28,29,46,-2,28
2018-01-07,2200,4,39,17,28,64,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,68,10,1024,18,3,38,-2,28,-2,28,28,45,-2,28
2018-01-07,2300,4,39,17,28,66,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,73,10,1024,27,3,37,-1,29,-2,28,28,45,-2,28
2018-01-08,0,4,39,17,28,68,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,77,10,1024,37,3,37,-1,31,-2,28,27,44,-2,28
2018-01-08,100,4,39,17,28,67,ENE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,80,10,1023,53,3,37,0,32,-2,28,27,43,-2,28
2018-01-08,200,4,39,17,27,67,ENE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,82,10,1023,69,3,37,0,32,-3,27,26,42,-3,27
2018-01-08,300,4,39,17,27,67,ENE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,85,10,1022,86,3,37,0,33,-3,27,26,41,-3,27
2018-01-08,400,4,39,16,26,70,ENE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,85,10,1022,90,3,38,1,34,-2,28,25,39,-2,28
2018-01-08,500,4,40,16,26,73,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,86,10,1022,95,3,38,1,34,-2,29,24,38,-2,29
2018-01-08,600,4,40,16,25,76,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,86,10,1022,100,4,39,2,35,-1,30,23,36,-1,30
2018-01-08,700,5,40,15,24,77,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,86,10,1022,100,4,39,2,35,-1,31,22,35,-1,31
2018-01-08,800,5,40,14,23,77,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,86,10,1022,100,4,39,2,35,-1,31,21,33,-1,31
2018-01-08,900,5,41,13,22,78,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,87,10,1021,100,4,39,2,36,0,31,19,31,0,31
2018-01-08,1000,5,41,13,21,78,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,86,10,1021,100,4,40,2,36,0,32,19,30,0,32
2018-01-08,1100,5,41,13,21,78,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,85,10,1021,99,5,40,2,36,1,33,18,28,1,33
2018-01-08,1200,5,41,13,21,79,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,84,10,1021,99,5,41,3,37,1,34,17,27,1,34
2018-01-08,1300,5,41,13,20,76,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,83,10,1020,97,5,41,3,37,1,34,16,27,1,34
2018-01-08,1400,5,41,12,19,73,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,83,10,1020,96,5,41,3,37,1,34,16,26,1,34
2018-01-08,1500,5,41,12,19,69,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,83,10,1019,95,5,41,3,37,1,35,16,26,1,35
2018-01-08,1600,5,41,12,19,73,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,84,10,1019,96,5,41,3,37,1,34,16,26,1,34
2018-01-08,1700,5,41,12,19,76,ENE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,85,10,1019,96,5,41,3,37,1,34,16,27,1,34
2018-01-08,1800,5,41,12,19,80,E,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,86,10,1018,97,5,40,3,37,1,33,17,27,1,33
2018-01-08,1900,5,41,11,18,82,E,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,87,10,1018,97,4,40,3,37,1,34,16,26,1,34
2018-01-08,2000,5,41,11,17,84,E,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,87,10,1017,98,4,39,3,38,1,35,16,25,1,35
2018-01-08,2100,5,41,10,17,87,E,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,88,10,1016,99,4,39,3,38,2,35,15,24,2,35
2018-01-08,2200,5,41,10,16,84,E,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,89,10,1016,97,4,40,3,38,2,35,15,24,2,35
2018-01-08,2300,5,41,10,16,82,E,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,90,10,1015,95,5,40,4,39,2,35,15,24,2,35
2018-01-09,0,5,41,9,15,80,E,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,91,10,1014,93,5,41,4,39,2,35,15,24,2,35
2018-01-09,100,5,41,9,14,82,E,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,92,10,1013,92,5,41,4,38,2,35,14,23,2,35
2018-01-09,200,5,41,9,14,85,E,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,93,10,1012,90,4,40,3,38,1,34,14,22,1,34
2018-01-09,300,5,41,8,13,87,E,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,93,10,1011,89,4,39,3,37,1,34,13,21,1,34
2018-01-09,400,5,42,8,13,93,E,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,93,10,1010,90,5,40,3,38,2,35,13,20,2,35
2018-01-09,500,6,43,8,12,98,E,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,92,10,1010,92,5,41,4,39,2,36,12,20,2,36
2018-01-09,600,6,43,8,12,104,ESE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,92,10,1009,93,6,42,4,40,3,37,12,19,3,37
2018-01-09,700,7,44,7,12,113,ESE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,91,10,1008,93,6,42,4,40,3,38,11,18,3,38
2018-01-09,800,7,44,7,12,122,ESE,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,91,10,1008,93,6,43,5,40,4,38,11,18,4,38
2018-01-09,900,7,45,7,12,131,SE,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,91,10,1007,93,6,43,5,41,4,39,11,18,4,39
2018-01-09,1000,7,45,7,12,142,SE,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,90,10,1006,94,7,44,5,41,4,40,11,17,4,40
2018-01-09,1100,8,46,7,12,152,SSE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,89,10,1006,94,7,45,5,41,5,40,10,17,5,40
2018-01-09,1200,8,46,7,12,162,SSE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,88,10,1005,95,7,45,5,42,5,41,10,16,5,41
2018-01-09,1300,8,46,8,13,163,SSE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,88,10,1005,96,7,45,6,42,5,41,12,19,5,41
2018-01-09,1400,8,46,9,15,164,SSE,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,89,10,1004,98,8,46,6,43,5,41,13,21,5,41
2018-01-09,1500,8,46,10,16,164,SSE,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,89,10,1004,100,8,46,6,43,5,41,15,24,5,41
2018-01-09,1600,7,45,11,17,167,SSE,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,90,7,1003,100,8,47,7,44,5,41,16,26,5,41
2018-01-09,1700,7,45,11,18,170,S,266,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.2,90,5,1003,100,8,47,7,44,5,41,17,27,5,41
2018-01-09,1800,7,45,12,19,172,S,266,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.2,90,2,1003,100,9,48,7,45,5,41,18,29,5,41
2018-01-09,1900,7,44,13,21,179,S,266,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.3,90,2,1002,100,7,45,7,45,3,38,20,32,3,38
2018-01-09,2000,7,44,15,24,185,S,266,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.5,90,2,1002,100,5,42,8,46,2,36,22,36,2,36
2018-01-09,2100,6,44,16,26,192,SSW,266,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.6,90,2,1002,100,4,39,8,47,1,33,24,39,1,33
2018-01-09,2200,6,43,14,23,210,SSW,266,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.7,90,4,1002,91,5,42,8,46,3,37,22,36,3,37
2018-01-09,2300,6,43,13,20,229,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.9,90,7,1002,83,7,45,7,45,4,40,21,33,4,40
2018-01-10,0,6,43,11,18,247,WSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,1.0,90,9,1003,74,9,47,7,45,6,43,19,30,6,43
2018-01-10,100,6,43,11,18,250,WSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.8,91,8,1002,68,9,47,7,45,6,42,18,30,6,42
2018-01-10,200,6,43,11,18,254,WSW,263,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy light drizzle,0.5,91,6,1002,61,8,47,7,45,6,42,18,30,6,42
2018-01-10,300,7,44,11,18,257,WSW,263,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy light drizzle,0.3,92,5,1002,55,8,47,7,45,5,42,18,30,5,42
2018-01-10,400,7,44,10,17,260,W,263,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy light drizzle,0.3,92,6,1003,64,8,46,6,44,5,41,17,28,5,41
2018-01-10,500,7,45,9,15,263,W,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.3,92,8,1003,74,7,45,6,42,4,40,16,26,4,40
2018-01-10,600,8,46,9,14,266,W,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.3,91,9,1003,84,7,44,5,41,4,39,15,24,4,39
2018-01-10,700,8,46,8,13,267,W,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.2,91,9,1004,63,6,43,5,41,4,39,14,22,4,39
2018-01-10,800,8,47,7,12,267,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.1,91,10,1004,41,6,43,5,41,4,39,12,20,4,39
2018-01-10,900,9,48,6,10,267,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,91,10,1005,20,6,43,5,41,4,39,11,18,4,39
2018-01-10,1000,9,48,7,11,265,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,88,10,1005,24,7,45,5,41,5,41,10,17,5,41
2018-01-10,1100,9,49,7,11,262,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,85,10,1005,29,8,46,6,42,6,43,9,15,6,43
2018-01-10,1200,10,49,7,11,260,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,81,10,1006,33,9,48,6,43,7,45,9,14,7,45
2018-01-10,1300,9,49,6,9,264,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,82,10,1006,27,9,49,6,43,8,46,7,12,8,46
2018-01-10,1400,9,48,5,7,269,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,82,10,1006,22,9,49,7,44,9,47,6,9,9,47
2018-01-10,1500,9,48,4,6,273,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,82,10,1006,16,10,49,7,44,9,48,4,7,9,48
2018-01-10,1600,8,47,3,4,281,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,85,10,1006,13,9,48,6,44,9,47,3,5,9,47
2018-01-10,1700,7,45,2,3,288,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,87,10,1007,10,8,47,6,43,8,46,2,4,8,46
2018-01-10,1800,7,44,1,1,296,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,89,10,1007,7,8,46,6,42,8,46,1,2,8,46
2018-01-10,1900,6,43,1,2,208,SSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,89,10,1007,8,7,45,6,42,7,45,2,3,7,45
2018-01-10,2000,6,42,2,3,121,ESE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,90,10,1008,9,7,44,5,42,7,44,3,5,7,44
